junction,zone,hour,event_frequency,avg_duration,vehicle_types,truck_count,road_closure_count,latitude,longitude,peak_hour,event_frequency_scaled,avg_duration_scaled,peak_hour_scaled,risk_score,risk_level,recommendation,reason
PurnimaTheaterJunc,Central Zone 2,20.0,1,164.77681658333333,1,0,0,12.9596295,77.5870868,1,0.0,0.00340198061940951,1.0,15.085049515485238,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),Central Zone 2,20.0,1,164.20484911666665,1,0,0,12.9931026,77.5955209,1,0.0,0.0033901717844236202,1.0,15.084754294610589,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Delmia-Jayanagar,South Zone 1,21.0,1,163.72549873333335,1,0,0,12.9064531,77.5944581,1,0.0,0.0033802751208770123,1.0,15.084506878021925,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
K R Circle,Central Zone 2,19.0,1,163.40282283333332,1,0,0,12.9758261,77.5869087,1,0.0,0.003373613157253049,1.0,15.084340328931326,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SandeepUnnikrishnan-Yelhanka,North Zone 2,9.0,1,163.38131596666665,1,0,0,13.1000263,77.589459,1,0.0,0.0033731691266842994,1.0,15.084329228167107,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
RamaiahCircle-UlsoorPoliceStation,Central Zone 2,21.0,1,162.92082706666667,1,0,0,12.9761699,77.6265869,1,0.0,0.0033636618771467966,1.0,15.084091546928668,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KrishnaFlourMill,Central Zone 2,21.0,1,162.60002196666667,1,0,0,12.9849478,77.5721899,1,0.0,0.0033570385380421973,1.0,15.083925963451053,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
MysoreRd-RingRdJunc(Nayandanahallii),West Zone 2,21.0,1,161.71995826666668,1,0,0,12.9461368,77.5292562,1,0.0,0.003338868751094459,1.0,15.08347171877736,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
WilsonGarden12thCrossJunc,Central Zone 2,19.0,1,161.05900673333332,1,0,1,12.9452864,77.5962783,1,0.0,0.0033252227518975274,1.0,15.083130568797436,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Road closure history
SirsiCircle,Central Zone 2,18.0,1,160.83684891666664,1,0,0,12.9606579,77.5592018,1,0.0,0.003320636083685205,1.0,15.083015902092129,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Nagavara-ORR Junction,North Zone 1,21.0,1,160.2575977333333,1,0,0,13.0416746,77.6224826,1,0.0,0.0033086768691529024,1.0,15.082716921728823,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SatteliteBusStandJunc,West Zone 2,18.0,1,159.82555358333332,1,0,0,12.953795,77.542525,1,0.0,0.003299756889658785,1.0,15.082493922241468,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Kudlu Gate Junc,South Zone 2,20.0,1,159.6797922,1,0,0,12.8910067,77.6383517,1,0.0,0.0032967475014970262,1.0,15.082418687537425,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
TamarikannanJunc,Central Zone 1,20.0,1,159.15534153333334,1,1,0,12.9813476,77.6285708,1,0.0,0.0032859196979210656,1.0,15.082147992448025,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Heavy-vehicle involvement
HoramavuJunction,East Zone 2,19.0,1,158.75532433333333,1,0,0,13.017835,77.6595083,1,0.0,0.0032776609465381473,1.0,15.081941523663453,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KodigehalliCross,North Zone 1,21.0,1,158.1875485,1,1,0,13.0544417,77.5930777,1,0.0,0.0032659386519749904,1.0,15.081648466299374,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Heavy-vehicle involvement
HesaraghattaJunction,North Zone 2,10.0,1,158.17438208333334,1,0,0,13.045726,77.5069247,1,0.0,0.0032656668182592056,1.0,15.08164167045648,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SarjapurRd-St JohnsRdJunc,South Zone 2,8.0,1,157.13099548333332,1,0,0,12.9278561,77.6160612,1,0.0,0.0032441250682402854,1.0,15.081103126706005,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
N R SquareJunc,Central Zone 2,20.0,1,156.4779705,1,0,0,12.9648245,77.5860555,1,0.0,0.003230642720520777,1.0,15.080766068013018,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
JakkurCrossJunction,North Zone 1,8.0,1,156.39460101666666,1,0,0,13.0735552,77.5929815,1,0.0,0.0032289214749449055,1.0,15.080723036873621,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
GokuldasImagesJunc,West Zone 1,17.0,1,155.95059431666667,1,0,0,13.0311401,77.5355559,1,0.0,0.003219754516754983,1.0,15.080493862918873,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
FTI Junction(KanteeravaStudio),West Zone 1,19.0,1,155.09577226666667,1,1,0,13.0184867,77.5316683,1,0.0,0.0032021058686778846,1.0,15.080052646716947,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Heavy-vehicle involvement
HennurRd-DavisRdJunction,North Zone 1,20.0,1,155.08151744999998,1,0,0,13.0034745,77.6186293,1,0.0,0.003201811563865843,1.0,15.080045289096647,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
BhashyamCircle,West Zone 2,8.0,1,154.66930085,1,0,0,12.98573,77.5526401,1,0.0,0.003193300943784228,1.0,15.079832523594606,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KogilluCrossJunc,North Zone 2,8.0,1,154.19246489999998,1,0,0,13.1069226,77.6021895,1,0.0,0.0031834561932047828,1.0,15.07958640483012,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
JakkurCrossJunction,North Zone 1,9.0,1,153.14708956666666,1,0,0,13.073505,77.5929067,1,0.0,0.003161873383815999,1.0,15.079046834595399,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SatteliteBusStandJunc,West Zone 2,8.0,1,153.07079825,1,0,0,12.9544176,77.5441588,1,0.0,0.003160298274003157,1.0,15.079007456850077,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
MysoreRd-RingRdJunc(Nayandanahallii),West Zone 1,21.0,1,152.38275836666665,1,0,0,12.9432514,77.5259362,1,0.0,0.0031460930089845978,1.0,15.078652325224615,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Devasandra(k r puram),East Zone 2,21.0,1,151.93825049999998,1,0,0,13.0080264,77.6922531,1,0.0,0.003136915703712346,1.0,15.078422892592808,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Nagarbhavi,West Zone 1,20.0,1,151.73868025,1,0,0,12.957596,77.5187665,1,0.0,0.0031327953781909016,1.0,15.078319884454771,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
PES-DevegowdaCircle,West Zone 2,21.0,1,151.16248631666667,1,1,0,12.9360492,77.535686,1,0.0,0.0031208992836136043,1.0,15.07802248209034,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Heavy-vehicle involvement
RajeshwariJunc,West Zone 1,21.0,1,151.02637126666664,1,0,1,12.9364683,77.517665,1,0.0,0.0031180890535599374,1.0,15.077952226338997,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Road closure history
Arts&CraftsCircle,Central Zone 1,21.0,1,151.00296773333332,1,0,0,12.9753317,77.6074433,1,0.0,0.0031176058644288656,1.0,15.077940146610722,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
ChandraLayoutJunc-nearWaterTank,West Zone 2,9.0,1,150.8777458666667,1,0,0,12.9610467,77.5272883,1,0.0,0.0031150205349367724,1.0,15.077875513373417,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
PES-DevegowdaCircle,West Zone 1,21.0,1,150.75449079999999,1,0,0,12.93788005,77.53190722,1,0.0,0.003112475811979146,1.0,15.077811895299478,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
HainsJunc,Central Zone 2,8.0,1,150.65418409999998,1,0,0,12.99452,77.6051983,1,0.0,0.003110404880785835,1.0,15.077760122019646,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
BinnyMillJunction,Central Zone 2,19.0,1,150.3374326,1,0,0,12.9712674,77.5664824,1,0.0,0.0031038652322690555,1.0,15.077596630806726,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
MaratahalliBridgeJunc,East Zone 1,19.0,1,149.59250243333332,1,0,0,12.9537637,77.7002069,1,0.0,0.003088485410991031,1.0,15.077212135274776,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
HopefarmJunction,East Zone 1,18.0,1,149.31440495,1,0,0,12.98424,77.7525821,1,0.0,0.0030827438129420845,1.0,15.077068595323551,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SagarHospitalJunc,South Zone 2,21.0,1,148.57033151666667,1,0,0,12.9266558,77.6005895,1,0.0,0.0030673816797724745,1.0,15.076684541994311,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
DairyCircle,South Zone 2,8.0,1,148.53977036666666,1,0,0,12.9367619,77.6042231,1,0.0,0.0030667507145544135,1.0,15.07666876786386,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
BasaweshwaraCircle,Central Zone 2,20.0,1,147.74034036666666,1,0,0,12.9856007,77.5883524,1,0.0,0.003050245690225344,1.0,15.076256142255634,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SatteliteBusStandJunc,West Zone 2,10.0,1,147.0236228166667,1,0,0,12.9527203,77.5416774,1,0.0,0.00303544834636807,1.0,15.0758862086592,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KoramangalaWaterTankJunc,South Zone 2,8.0,1,146.66055148333334,1,0,0,12.9279733,77.6200661,1,0.0,0.003027952379004005,1.0,15.0756988094751,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
LRDE Junction,Central Zone 2,21.0,1,146.24118833333333,1,0,0,12.9883739,77.5869444,1,0.0,0.0030192942113176965,1.0,15.075482355282944,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KrishnaFlourMill,Central Zone 2,19.0,1,146.0185873,1,0,0,12.9851111,77.572661,1,0.0,0.003014698392458206,1.0,15.075367459811453,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Kammanahalli-RingRoadJunction,East Zone 2,19.0,1,145.84338768333333,1,0,0,13.0266444,77.6379977,1,0.0,0.0030110812228054196,1.0,15.075277030570136,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Bommanahalli,South Zone 2,20.0,1,144.57955850000002,1,1,0,12.9100117,77.6273017,1,0.0,0.002984988217265592,1.0,15.074624705431638,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Heavy-vehicle involvement
Arbindo Circle,South Zone 1,21.0,1,144.43712975,1,0,0,12.9163433,77.5858583,1,0.0,0.0029820476346205708,1.0,15.074551190865515,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
MinskSquare(CTO Junction),Central Zone 2,8.0,1,143.96132385,1,0,0,12.9819349,77.5969144,1,0.0,0.0029722241504438265,1.0,15.074305603761095,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
MysoreRd--MadhuPetrolBunkJunction,West Zone 1,9.0,1,143.27773870000001,1,0,0,12.9128351,77.485156,1,0.0,0.0029581108578081478,1.0,15.073952771445203,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Shivajinagar(BRV)Junction,Central Zone 1,21.0,1,143.22813985,1,0,0,12.9779515,77.6018514,1,0.0,0.002957086840413324,1.0,15.073927171010332,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
MeenakshiMallJunc,South Zone 2,10.0,1,143.06262966666665,1,0,0,12.876753,77.5952416,1,0.0,0.0029536697187108286,1.0,15.073841742967769,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
NaganathapuraJunction,South Zone 2,9.0,1,142.53932353333332,1,0,0,12.8701219,77.6533122,1,0.0,0.002942865545159401,1.0,15.073571638628986,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
HopefarmJunction,East Zone 1,19.0,1,142.03601895,1,0,0,12.9809935,77.7517739,1,0.0,0.0029324743234228528,1.0,15.07331185808557,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
AnandRaoJunction,Central Zone 2,8.0,1,141.52410031666668,1,0,0,12.980467,77.5732257,1,0.0,0.0029219052560902903,1.0,15.073047631402256,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
OldMadrasRd-SuddaguntepalyaRdJunc,Central Zone 1,11.0,1,141.2677034,1,0,0,12.9888472,77.6520017,1,0.0,0.0029166116877384868,1.0,15.072915292193462,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SadashivnagarJunc,West Zone 2,19.0,1,141.11644579999998,1,0,1,13.0145282,77.5731371,1,0.0,0.0029134888247386533,1.0,15.072837220618466,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Road closure history
CID-CarltonHouseJunc,Central Zone 2,19.0,1,141.0247492,1,0,0,12.9791825,77.5852059,1,0.0,0.002911595657589694,1.0,15.072789891439742,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
JalahalliCross(SM Circle),West Zone 1,8.0,1,140.73458963333331,1,0,0,13.0391896,77.5181172,1,0.0,0.002905605025880669,1.0,15.072640125647016,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Kadubeesanahalli-ORR Junc,East Zone 1,19.0,1,140.55656478333333,1,1,0,12.93798831,77.69940685,1,0.0,0.002901929526486815,1.0,15.07254823816217,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Heavy-vehicle involvement
Dr TCM RoyanRd near AmbedkarStatue,Central Zone 2,19.0,1,140.49444171666667,1,1,0,12.96342,77.5684149,1,0.0,0.002900646934231421,1.0,15.072516173355785,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Heavy-vehicle involvement
K R Circle,Central Zone 2,20.0,1,140.22226168333333,1,0,1,12.9756519,77.5875113,1,0.0,0.0028950275078000213,1.0,15.072375687695,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Road closure history
MaharajaJunction,South Zone 2,8.0,1,140.01023546666664,1,0,1,12.9342422,77.6297294,1,0.0,0.00289065001650687,1.0,15.072266250412673,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Road closure history
K R MarketJunction,Central Zone 2,20.0,1,139.02686781666668,1,0,0,12.964232,77.5798997,1,0.0,0.002870347417170256,1.0,15.071758685429257,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Jaipuria-Adugodi,South Zone 2,19.0,1,138.85454898333333,1,0,0,12.9354137,77.6246596,1,0.0,0.0028667897241433193,1.0,15.071669743103582,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KrishnaFlourMill,Central Zone 2,18.0,1,137.9785765,1,0,1,12.9845467,77.5747717,1,0.0,0.0028487044044167493,1.0,15.071217610110418,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Road closure history
NIMHANS Junction,South Zone 2,19.0,1,137.80712200000002,1,0,1,12.9402233,77.597725,1,0.0,0.0028451645564077574,1.0,15.071129113910192,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Road closure history
Nagarbhavi,West Zone 1,8.0,1,136.6493963833333,1,0,0,12.958172,77.518291,1,0.0,0.002821262164116411,1.0,15.070531554102908,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Malleswaram18thCrossRd-SampigeRdJunc,West Zone 2,8.0,1,136.49039013333334,1,0,0,13.0082802,77.5710892,1,0.0,0.002817979322560898,1.0,15.070449483064023,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
EliteJunc,Central Zone 2,21.0,1,136.36113168333333,1,0,0,12.9770258,77.57439,1,0.0,0.002815310653806926,1.0,15.070382766345173,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Devasandra(k r puram),East Zone 2,17.0,1,135.83035236666666,1,0,0,13.0100068,77.697073,1,0.0,0.0028043521889820505,1.0,15.07010880472455,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
BhashyamCircle-SadashivNagar,West Zone 2,19.0,1,135.68489346666667,1,0,0,13.0062304,77.5793973,1,0.0,0.002801349045888372,1.0,15.070033726147209,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
FTI Junction(KanteeravaStudio),West Zone 1,20.0,1,135.64388425,1,0,1,13.021064,77.528271,1,0.0,0.0028005023699832904,1.0,15.070012559249582,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Road closure history
Srigandakaval,West Zone 1,19.0,1,134.81243533333333,1,1,0,12.9887519,77.5086749,1,0.0,0.0027833362833991466,1.0,15.069583407084977,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Heavy-vehicle involvement
RRR(Okalipuram)Junction,Central Zone 2,21.0,1,134.22963686666668,1,0,0,12.9825195,77.5680083,1,0.0,0.002771303831688206,1.0,15.069282595792204,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
QueensStatueCircle,Central Zone 1,21.0,1,133.64607053333333,1,0,0,12.9764205,77.5991521,1,0.0,0.002759255526609221,1.0,15.06898138816523,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
toll gate mysore road,Central Zone 2,8.0,1,133.62837546666665,1,0,0,12.9579698,77.5536554,1,0.0,0.0027588901944277443,1.0,15.068972254860693,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KIMCO Junction,West Zone 2,8.0,1,133.03198495,1,0,0,12.9518426,77.5373142,1,0.0,0.0027465771213791854,1.0,15.068664428034479,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KoramangalaWaterTankJunc,South Zone 2,20.0,1,132.98753048333333,1,0,0,12.9274831,77.6214437,1,0.0,0.002745659314874714,1.0,15.068641482871866,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
BEL Circle,North Zone 2,18.0,1,132.42090741666667,1,0,0,13.0433943,77.5526026,1,0.0,0.0027339608203214134,1.0,15.068349020508034,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Kudlu Gate Junc,South Zone 2,21.0,1,132.32243791666667,1,0,0,12.8890739,77.6394383,1,0.0,0.002731927819942179,1.0,15.068298195498553,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Ashoknagar Junction(ShoolayCircle),Central Zone 1,19.0,1,132.19742551666667,1,0,0,12.9664333,77.6069683,1,0.0,0.0027293468150969328,1.0,15.068233670377424,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
WebbsCircle,Central Zone 1,20.0,1,132.15939191666666,1,0,0,12.9744655,77.6140393,1,0.0,0.0027285615737458174,1.0,15.068214039343644,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
AgaraJunction,Central Zone 1,21.0,1,132.0805394333333,1,0,0,12.9245643,77.6504464,1,0.0,0.002726933586109846,1.0,15.068173339652747,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KamrajRdJunction,Central Zone 1,8.0,1,131.26713705,1,0,0,12.9769842,77.6087452,1,0.0,0.002710140088084704,1.0,15.067753502202116,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
BMTCJunction-K H Road,Central Zone 2,19.0,1,129.90277936666666,1,0,0,12.9548151,77.5916034,1,0.0,0.0026819715720708317,1.0,15.067049289301771,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
BigBazaarJunction(OldMadrasRd),Central Zone 1,20.0,1,129.7826664,1,0,0,12.9905,77.6560583,1,0.0,0.0026794917208805215,1.0,15.066987293022013,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
N R SquareJunc,Central Zone 2,19.0,1,129.17820505,1,0,0,12.9659604,77.5866912,1,0.0,0.0026670120174821844,1.0,15.066675300437055,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Batrayanapura(Amrutahalli)Junction,North Zone 1,20.0,1,128.95650581666666,1,0,0,13.0677815,77.5929705,1,0.0,0.0026624348171770886,1.0,15.066560870429427,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
IbblurJunction',East Zone 1,20.0,1,128.41325848333332,1,0,0,12.9224646,77.6685303,1,0.0,0.002651218937796319,1.0,15.066280473444907,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
WebbsCircle,Central Zone 2,21.0,1,128.25445038333334,1,0,0,12.973691,77.6145877,1,0.0,0.0026479401872438585,1.0,15.066198504681097,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
HopefarmJunction,East Zone 1,9.0,1,127.83038128333332,1,0,0,12.9853304,77.7526934,1,0.0,0.002639184860557711,1.0,15.065979621513941,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
BloodBankCircle,Central Zone 2,19.0,1,127.27001373333333,1,0,0,12.9623447,77.5945534,1,0.0,0.002627615517343207,1.0,15.06569038793358,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
PoliceTimmaiahCircle(GPO),Central Zone 2,9.0,1,126.76432058333333,1,0,0,12.9818726,77.5949282,1,0.0,0.002617174981281521,1.0,15.06542937453204,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SiddalingaiahCircle,Central Zone 2,21.0,1,126.44097481666667,1,0,0,12.972265,77.5940561,1,0.0,0.002610499187596602,1.0,15.065262479689915,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
KuvempuCircle,North Zone 1,20.0,1,126.10210171666667,1,0,0,13.0456023,77.5639625,1,0.0,0.0026035028167324024,1.0,15.065087570418308,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
DomlurWaterTank,Central Zone 1,19.0,1,125.607151,1,0,0,12.9614516,77.6355409,1,0.0,0.0025932840688491932,1.0,15.06483210172123,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
BagalurCrossJunc,North Zone 2,20.0,1,124.99555186666666,1,0,0,13.1257833,77.6128,1,0.0,0.002580656998842683,1.0,15.064516424971067,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Chokasandra (Tumkur road),West Zone 1,20.0,1,124.80410256666667,1,0,0,13.0429611,77.5126709,1,0.0,0.0025767043383792486,1.0,15.064417608459479,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
IndianExpressJunction,Central Zone 2,20.0,1,124.61801335,1,0,0,12.9841642,77.59721,1,0.0,0.0025728623421463564,1.0,15.064321558553658,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
RajarajeshwariKalyanaMantapaJunc,West Zone 2,20.0,1,123.91105641666667,1,0,0,12.994492,77.5541902,1,0.0,0.00255826651588981,1.0,15.063956662897246,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
HebbalFlyoverJunc,North Zone 1,19.0,1,123.64794328333333,1,0,0,13.043945,77.5923467,1,0.0,0.0025528342845913044,1.0,15.063820857114782,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SantheCircle,North Zone 2,9.0,1,123.60230804999999,1,0,0,13.0955104,77.5974436,1,0.0,0.0025518920999892383,1.0,15.06379730249973,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
SiddapuraJunction,Central Zone 2,19.0,1,122.81457548333333,1,0,0,12.9483033,77.5936751,1,0.0,0.0025356285807597453,1.0,15.063390714518993,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Peenya2ndStageBusStand,West Zone 1,21.0,1,122.41308125,1,0,1,13.009748,77.5058788,1,0.0,0.0025273393345603937,1.0,15.063183483364009,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Road closure history
BangaloreBodyBuildersJunc,Central Zone 2,18.0,1,121.98580845,1,0,0,12.9590598,77.5558196,1,0.0,0.0025185178643139057,1.0,15.062962946607847,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
JakkurCrossJunction,North Zone 1,20.0,1,121.79576106666667,1,0,0,13.0730221,77.5927079,1,0.0,0.0025145941478089055,1.0,15.06286485369522,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
TownhallJunction,Central Zone 2,18.0,1,121.49455015,1,0,0,12.9635362,77.5849463,1,0.0,0.0025083753500307823,1.0,15.06270938375077,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
LalbaghMainGateJunc,Central Zone 2,8.0,1,120.20136555,1,1,0,12.9533262,77.5870701,1,0.0,0.002481676272832056,1.0,15.0620419068208,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration; Heavy-vehicle involvement
AyyappaTempleJunc,South Zone 2,9.0,1,120.03522263333333,1,0,0,12.9264154,77.6170515,1,0.0,0.0024782460877230583,1.0,15.061956152193076,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Long obstruction duration
Dr RajkumarRd-10thCrossRdJunc,West Zone 2,19.0,1,119.55588141666667,1,0,0,13.0117765,77.5545592,1,0.0,0.002468349613431364,1.0,15.061708740335783,Low,Normal patrol,Recorded obstruction history; Peak-hour impact
29thMainRdBTM LayoutJunc,South Zone 2,19.0,1,119.49622886666666,1,1,0,12.9162395,77.6153012,1,0.0,0.0024671180274400436,1.0,15.061677950686,Low,Normal patrol,Recorded obstruction history; Peak-hour impact; Heavy-vehicle involvement
YeshwanthpuraCircle,West Zone 2,20.0,1,115.87354140000001,1,0,0,13.018636,77.5583776,1,0.0,0.002392324055767792,1.0,15.059808101394195,Low,Normal patrol,Recorded obstruction history; Peak-hour impact
AyyappaTempleJunc,South Zone 2,21.0,1,114.57613495000001,1,0,0,12.9210909,77.6202132,1,0.0,0.0023655378142933142,1.0,15.05913844535733,Low,Normal patrol,Recorded obstruction history; Peak-hour impact
KadirenahalliJunction,South Zone 1,21.0,1,113.13550690000001,1,0,0,12.9160149,77.5650786,1,0.0,0.0023357946210001055,1.0,15.058394865525,Low,Normal patrol,Recorded obstruction history; Peak-hour impact
RamamurthyNagarJunction,North Zone 1,21.0,1,108.81123375,1,0,0,13.0161219,77.6613489,1,0.0,0.0022465157178487446,1.0,15.056162892946217,Low,Normal patrol,Recorded obstruction history; Peak-hour impact
